D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.1.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.10.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.11.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.12.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.13.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.14.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.15.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.16.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.17.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.18.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.19.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.2.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.20.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.3.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.4.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9326871/9326871.5.jpg;;0
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.1.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.10.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.11.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.12.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.13.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.14.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.15.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.16.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.17.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.18.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.19.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.2.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.20.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.3.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.4.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9332898/9332898.5.jpg;;1
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.1.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.10.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.11.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.12.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.13.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.14.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.15.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.16.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.17.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.18.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.19.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.2.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.20.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.3.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.4.jpg;;2
D:/Work/My_Project/Cpp_PetProject/Data_Preparation/database/faces94/male/9338446/9338446.5.jpg;;2
